                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    482,                 1.1178,                 2.0896,                 1.1151,                 1.0967,                0.55212,                 0.5708,                0.51903,                0.35435,                0.55429,                0.56149,                  0.509,                0.30803,                 1.0538,                 1.9394,                 1.0071,                 1.0688,              0.0068254,              0.0068254,              0.0068254
                    483,                 1.1249,                 2.1021,                 1.1194,                 1.0997,                0.55276,                0.56986,                0.51889,                0.35432,                0.55343,                0.56194,                  0.509,                0.30799,                 1.0539,                 1.9393,                 1.0071,                 1.0688,              0.0068188,              0.0068188,              0.0068188
                    484,                 1.1243,                 2.1016,                 1.1221,                 1.0997,                 0.5533,                0.56978,                0.51887,                0.35431,                0.55348,                0.56217,                0.50907,                0.30807,                 1.0538,                 1.9391,                 1.0071,                 1.0688,              0.0068122,              0.0068122,              0.0068122
                    485,                 1.1271,                 2.1039,                 1.1228,                  1.101,                0.55193,                0.57076,                0.51889,                0.35435,                0.55348,                0.56146,                0.50881,                0.30795,                  1.054,                 1.9393,                  1.007,                 1.0688,              0.0068056,              0.0068056,              0.0068056
                    486,                 1.1222,                 2.0948,                 1.1157,                 1.0995,                0.55217,                0.57125,                0.51891,                0.35431,                0.55324,                0.56109,                0.50864,                 0.3079,                  1.054,                 1.9391,                 1.0071,                 1.0688,               0.006799,               0.006799,               0.006799
                    487,                 1.1192,                 2.0949,                 1.1169,                 1.0992,                0.55245,                0.57132,                0.51876,                0.35428,                 0.5536,                0.56106,                0.50861,                0.30782,                  1.054,                 1.9392,                 1.0071,                 1.0688,              0.0067924,              0.0067924,              0.0067924
                    488,                 1.1243,                 2.1037,                 1.1221,                 1.0984,                0.55223,                0.57153,                0.51869,                0.35435,                0.55345,                0.56148,                0.50871,                0.30791,                 1.0541,                 1.9393,                 1.0071,                 1.0689,              0.0067858,              0.0067858,              0.0067858
                    489,                 1.1207,                 2.0962,                 1.1197,                 1.0997,                0.55185,                0.57169,                0.51869,                 0.3543,                0.55149,                0.56245,                0.50876,                0.30787,                  1.054,                 1.9391,                  1.007,                 1.0689,              0.0067792,              0.0067792,              0.0067792
                    490,                  1.122,                 2.0991,                 1.1192,                  1.098,                0.55151,                0.57171,                0.51876,                 0.3544,                0.55179,                0.56277,                0.50887,                0.30785,                  1.054,                  1.939,                  1.007,                 1.0689,              0.0067726,              0.0067726,              0.0067726
                    491,                 1.1231,                  2.097,                 1.1183,                 1.0999,                0.55191,                0.57184,                0.51888,                0.35443,                0.55105,                0.56369,                0.50895,                0.30776,                 1.0541,                 1.9392,                  1.007,                 1.0689,               0.006766,               0.006766,               0.006766
                    492,                 1.1228,                  2.097,                 1.1171,                 1.0987,                0.55155,                0.57195,                0.51884,                0.35448,                0.55155,                0.56428,                 0.5092,                 0.3079,                  1.054,                  1.939,                 1.0069,                 1.0689,              0.0067594,              0.0067594,              0.0067594
                    493,                 1.1226,                 2.1025,                  1.118,                 1.0991,                0.55256,                0.57211,                0.51905,                0.35449,                 0.5512,                0.56549,                0.50939,                0.30794,                 1.0541,                 1.9388,                 1.0068,                 1.0689,              0.0067528,              0.0067528,              0.0067528
                    494,                 1.1253,                 2.0987,                 1.1187,                 1.0995,                0.55248,                0.57194,                0.51907,                 0.3545,                0.55158,                0.56564,                0.50921,                0.30789,                 1.0539,                 1.9387,                 1.0068,                 1.0688,              0.0067462,              0.0067462,              0.0067462
                    495,                 1.1231,                 2.0993,                 1.1177,                 1.0987,                0.55234,                0.57226,                0.51923,                0.35463,                0.55291,                0.56508,                 0.5092,                0.30816,                 1.0539,                 1.9387,                 1.0067,                 1.0688,              0.0067396,              0.0067396,              0.0067396
                    496,                 1.1237,                 2.1016,                 1.1165,                 1.0994,                0.55259,                0.57235,                 0.5195,                0.35482,                0.55236,                0.56468,                0.50939,                0.30845,                 1.0536,                 1.9389,                 1.0066,                 1.0688,               0.006733,               0.006733,               0.006733
                    497,                 1.1213,                 2.0918,                  1.111,                 1.0963,                0.55083,                0.57334,                0.51937,                0.35485,                0.55116,                0.56562,                0.50937,                0.30837,                 1.0536,                  1.939,                 1.0065,                 1.0687,              0.0067264,              0.0067264,              0.0067264
                    498,                 1.1244,                 2.1001,                 1.1148,                  1.097,                0.54982,                0.57282,                0.51912,                0.35481,                0.55181,                0.56405,                0.50917,                0.30823,                 1.0538,                 1.9389,                 1.0065,                 1.0687,              0.0067198,              0.0067198,              0.0067198
                    499,                 1.1246,                 2.0998,                  1.118,                 1.0977,                0.55062,                0.57134,                0.51928,                0.35491,                0.55215,                0.56334,                0.50925,                0.30832,                 1.0539,                 1.9389,                 1.0064,                 1.0688,              0.0067132,              0.0067132,              0.0067132
                    500,                 1.1225,                 2.0956,                 1.1125,                 1.0985,                 0.5493,                0.57238,                0.51928,                0.35486,                0.55198,                0.56341,                0.50929,                0.30826,                 1.0541,                 1.9388,                 1.0064,                 1.0688,              0.0067066,              0.0067066,              0.0067066
                    501,                 1.1209,                 2.0924,                 1.1144,                 1.0977,                0.54884,                0.57333,                0.51919,                0.35482,                0.54961,                0.56483,                0.50919,                0.30824,                 1.0541,                 1.9389,                 1.0064,                 1.0688,                 0.0067,                 0.0067,                 0.0067
                    502,                 1.1195,                 2.0894,                 1.1181,                  1.099,                0.54989,                0.57233,                0.51936,                0.35503,                0.55029,                0.56483,                0.50926,                 0.3084,                 1.0541,                 1.9391,                 1.0063,                 1.0689,              0.0066934,              0.0066934,              0.0066934
                    503,                 1.1225,                 2.0965,                 1.1172,                 1.0995,                0.55193,                0.57166,                0.51936,                0.35493,                 0.5528,                0.56317,                0.50925,                0.30847,                 1.0542,                 1.9391,                 1.0063,                 1.0689,              0.0066868,              0.0066868,              0.0066868
                    504,                 1.1223,                 2.0983,                 1.1171,                 1.0999,                0.55154,                0.57152,                0.51948,                0.35507,                0.55287,                0.56325,                0.50932,                0.30849,                 1.0545,                 1.9392,                 1.0063,                  1.069,              0.0066802,              0.0066802,              0.0066802
                    505,                 1.1163,                  2.087,                 1.1115,                 1.0958,                 0.5513,                0.57162,                0.51953,                0.35512,                0.55351,                0.56244,                0.50948,                0.30849,                 1.0545,                 1.9391,                 1.0063,                  1.069,              0.0066736,              0.0066736,              0.0066736
                    506,                 1.1214,                 2.0972,                 1.1154,                 1.0999,                0.55084,                0.57154,                 0.5194,                0.35527,                0.55316,                0.56233,                0.50947,                0.30858,                 1.0543,                  1.939,                 1.0062,                 1.0689,               0.006667,               0.006667,               0.006667
                    507,                 1.1227,                 2.1005,                 1.1183,                 1.0992,                0.55107,                0.57141,                0.51937,                0.35519,                0.55282,                 0.5624,                0.50953,                0.30856,                 1.0544,                  1.939,                 1.0061,                  1.069,              0.0066604,              0.0066604,              0.0066604
                    508,                  1.119,                 2.0912,                 1.1123,                 1.0982,                0.55185,                0.57178,                0.51939,                0.35524,                0.55335,                0.56217,                0.50957,                0.30851,                 1.0543,                 1.9393,                  1.006,                 1.0689,              0.0066538,              0.0066538,              0.0066538
                    509,                 1.1222,                 2.0932,                 1.1138,                 1.0986,                0.55054,                0.57148,                0.51921,                0.35515,                0.55168,                0.56335,                0.50955,                0.30855,                  1.054,                 1.9392,                 1.0059,                 1.0688,              0.0066472,              0.0066472,              0.0066472
                    510,                 1.1221,                 2.0953,                 1.1134,                 1.0978,                0.55104,                0.57206,                0.51929,                 0.3551,                0.55139,                0.56382,                0.50937,                0.30846,                 1.0539,                 1.9392,                 1.0058,                 1.0688,              0.0066406,              0.0066406,              0.0066406
                    511,                 1.1202,                 2.0915,                 1.1119,                 1.0976,                0.55079,                0.57296,                0.51924,                0.35515,                0.55298,                0.56344,                0.50961,                0.30858,                 1.0539,                 1.9391,                 1.0058,                 1.0688,               0.006634,               0.006634,               0.006634
                    512,                 1.1234,                 2.0991,                 1.1186,                 1.0985,                0.55088,                0.57317,                0.51922,                0.35525,                0.55317,                0.56296,                0.50951,                0.30856,                 1.0539,                 1.9389,                 1.0057,                 1.0687,              0.0066274,              0.0066274,              0.0066274
                    513,                 1.1228,                 2.0985,                 1.1161,                 1.0987,                 0.5513,                0.57292,                0.51912,                0.35514,                0.55258,                0.56317,                0.50947,                0.30855,                 1.0539,                 1.9388,                 1.0057,                 1.0688,              0.0066208,              0.0066208,              0.0066208
                    514,                 1.1185,                 2.0915,                 1.1143,                 1.0981,                0.55169,                0.57238,                0.51924,                0.35524,                0.55176,                 0.5644,                0.50964,                0.30858,                 1.0541,                 1.9389,                 1.0055,                 1.0688,              0.0066142,              0.0066142,              0.0066142
                    515,                  1.119,                 2.0936,                 1.1142,                 1.0972,                0.55205,                0.57272,                0.51936,                0.35527,                0.55298,                0.56331,                0.50952,                 0.3086,                 1.0539,                 1.9389,                 1.0055,                 1.0687,              0.0066076,              0.0066076,              0.0066076
                    516,                 1.1182,                 2.0886,                  1.112,                 1.0977,                0.55153,                0.57278,                0.51923,                0.35506,                0.55177,                0.56424,                 0.5094,                0.30852,                  1.054,                 1.9388,                 1.0056,                 1.0687,               0.006601,               0.006601,               0.006601
                    517,                 1.1246,                 2.0977,                  1.119,                 1.0984,                0.55248,                0.57318,                0.51924,                0.35523,                0.55176,                0.56431,                0.50953,                0.30844,                 1.0541,                 1.9387,                 1.0055,                 1.0687,              0.0065944,              0.0065944,              0.0065944
                    518,                 1.1219,                 2.0982,                 1.1155,                 1.0975,                0.55188,                0.57343,                0.51937,                0.35522,                 0.5526,                0.56328,                0.50943,                0.30842,                 1.0541,                 1.9386,                 1.0054,                 1.0686,              0.0065878,              0.0065878,              0.0065878
                    519,                 1.1185,                 2.0914,                 1.1148,                 1.0984,                0.55126,                0.57339,                0.51929,                0.35517,                0.55294,                0.56393,                0.50957,                0.30833,                 1.0542,                 1.9385,                 1.0055,                 1.0687,              0.0065812,              0.0065812,              0.0065812
                    520,                 1.1185,                 2.0932,                 1.1157,                 1.0979,                0.55116,                0.57337,                0.51944,                0.35506,                0.55224,                 0.5652,                0.50974,                0.30854,                  1.054,                 1.9383,                 1.0054,                 1.0686,              0.0065746,              0.0065746,              0.0065746
                    521,                 1.1176,                  2.096,                 1.1135,                 1.0971,                0.55209,                0.57363,                0.51945,                0.35515,                 0.5529,                0.56536,                0.50977,                0.30858,                 1.0541,                 1.9381,                 1.0054,                 1.0686,               0.006568,               0.006568,               0.006568
                    522,                 1.1214,                 2.0971,                 1.1121,                 1.0978,                0.55222,                0.57314,                0.51933,                0.35523,                0.55303,                0.56499,                0.50989,                0.30865,                 1.0539,                  1.938,                 1.0055,                 1.0687,              0.0065614,              0.0065614,              0.0065614
                    523,                 1.1239,                    2.1,                 1.1175,                 1.0997,                0.55206,                0.57307,                0.51938,                0.35528,                0.55304,                0.56482,                0.50984,                0.30861,                 1.0538,                 1.9378,                 1.0054,                 1.0685,              0.0065548,              0.0065548,              0.0065548
                    524,                 1.1161,                 2.0834,                 1.1115,                 1.0974,                0.55185,                 0.5731,                0.51936,                0.35526,                0.55353,                0.56528,                0.50986,                0.30856,                 1.0538,                  1.938,                 1.0055,                 1.0684,              0.0065482,              0.0065482,              0.0065482
                    525,                 1.1213,                 2.0918,                 1.1138,                 1.0973,                0.55238,                0.57284,                0.51953,                0.35537,                0.55317,                0.56485,                0.50988,                0.30877,                 1.0537,                 1.9379,                 1.0055,                 1.0684,              0.0065416,              0.0065416,              0.0065416
                    526,                 1.1204,                 2.0897,                 1.1134,                 1.0974,                0.55256,                 0.5729,                 0.5194,                0.35527,                0.55284,                0.56479,                0.51001,                0.30881,                 1.0537,                  1.938,                 1.0056,                 1.0684,               0.006535,               0.006535,               0.006535
                    527,                 1.1206,                 2.0939,                 1.1146,                  1.097,                0.55326,                0.57211,                0.51938,                0.35519,                0.55269,                0.56521,                0.51005,                0.30866,                 1.0538,                 1.9382,                 1.0056,                 1.0684,              0.0065284,              0.0065284,              0.0065284
                    528,                   1.12,                 2.0932,                 1.1137,                 1.0986,                0.55176,                 0.5733,                0.51952,                0.35539,                0.55174,                0.56505,                0.51013,                0.30873,                 1.0538,                  1.938,                 1.0055,                 1.0684,              0.0065218,              0.0065218,              0.0065218
                    529,                 1.1186,                  2.091,                 1.1101,                 1.0963,                0.55293,                0.57203,                0.51938,                0.35534,                0.55362,                0.56466,                0.51013,                0.30867,                 1.0537,                 1.9382,                 1.0054,                 1.0684,              0.0065152,              0.0065152,              0.0065152
                    530,                 1.1236,                 2.0954,                 1.1145,                 1.0977,                0.55295,                0.57187,                0.51934,                0.35532,                0.55256,                0.56528,                 0.5102,                 0.3088,                 1.0537,                  1.938,                 1.0053,                 1.0684,              0.0065086,              0.0065086,              0.0065086
                    531,                 1.1237,                  2.101,                 1.1135,                 1.0982,                0.55304,                0.57231,                0.51943,                0.35528,                0.55195,                0.56518,                0.51008,                0.30879,                 1.0535,                 1.9381,                 1.0053,                 1.0683,               0.006502,               0.006502,               0.006502
                    532,                 1.1239,                 2.1032,                 1.1169,                 1.0993,                0.55397,                 0.5717,                0.51942,                0.35534,                0.55263,                0.56415,                0.50991,                0.30873,                 1.0536,                 1.9381,                 1.0054,                 1.0685,              0.0064954,              0.0064954,              0.0064954
                    533,                 1.1236,                  2.098,                 1.1125,                 1.0983,                0.55214,                0.57321,                0.51955,                0.35545,                0.55274,                0.56396,                0.50998,                0.30878,                 1.0535,                  1.938,                 1.0054,                 1.0684,              0.0064888,              0.0064888,              0.0064888
                    534,                 1.1206,                 2.0927,                 1.1102,                 1.0962,                 0.5523,                0.57351,                0.51943,                0.35532,                  0.552,                0.56528,                 0.5098,                0.30865,                 1.0535,                  1.938,                 1.0053,                 1.0683,              0.0064822,              0.0064822,              0.0064822
                    535,                 1.1205,                 2.0958,                 1.1156,                 1.0965,                0.55176,                0.57367,                0.51939,                 0.3553,                0.55182,                0.56465,                0.50961,                0.30878,                 1.0535,                  1.938,                 1.0053,                 1.0683,              0.0064756,              0.0064756,              0.0064756
                    536,                 1.1189,                 2.0897,                 1.1136,                 1.0974,                 0.5519,                 0.5728,                0.51914,                0.35522,                0.55312,                0.56341,                0.50959,                0.30875,                 1.0535,                 1.9381,                 1.0054,                 1.0682,               0.006469,               0.006469,               0.006469
                    537,                 1.1215,                 2.0926,                 1.1136,                 1.0972,                0.55257,                0.57331,                0.51921,                0.35513,                0.55282,                0.56328,                0.50966,                0.30873,                 1.0534,                  1.938,                 1.0053,                 1.0682,              0.0064624,              0.0064624,              0.0064624
                    538,                 1.1203,                 2.0966,                  1.119,                  1.097,                0.55218,                0.57345,                0.51934,                0.35516,                0.55266,                0.56348,                0.50976,                0.30871,                 1.0534,                 1.9378,                 1.0053,                 1.0682,              0.0064558,              0.0064558,              0.0064558
                    539,                 1.1215,                 2.0959,                 1.1159,                 1.0978,                0.55259,                0.57404,                0.51948,                0.35521,                0.55195,                0.56444,                0.50987,                0.30877,                 1.0535,                 1.9376,                 1.0052,                 1.0682,              0.0064492,              0.0064492,              0.0064492
                    540,                 1.1163,                 2.0862,                 1.1112,                 1.0969,                0.55262,                0.57298,                0.51946,                 0.3553,                0.55298,                0.56336,                0.50964,                0.30886,                 1.0535,                 1.9376,                 1.0053,                 1.0682,              0.0064426,              0.0064426,              0.0064426
                    541,                 1.1215,                 2.0967,                 1.1127,                 1.0981,                0.55264,                0.57284,                 0.5198,                0.35541,                0.55332,                0.56258,                0.50974,                0.30889,                 1.0535,                 1.9378,                 1.0054,                 1.0682,               0.006436,               0.006436,               0.006436
                    542,                 1.1164,                 2.0888,                 1.1074,                 1.0958,                0.55424,                0.57079,                0.51969,                0.35546,                0.55473,                0.56192,                0.50988,                0.30893,                 1.0534,                 1.9377,                 1.0052,                 1.0682,              0.0064294,              0.0064294,              0.0064294
                    543,                 1.1217,                 2.0959,                 1.1136,                 1.0974,                0.55399,                0.57121,                 0.5199,                0.35554,                 0.5535,                0.56288,                0.50983,                0.30895,                 1.0534,                 1.9377,                 1.0053,                 1.0682,              0.0064228,              0.0064228,              0.0064228
                    544,                 1.1173,                 2.0912,                 1.1121,                 1.0956,                0.55456,                0.57211,                0.51989,                0.35556,                0.55305,                0.56302,                0.50977,                0.30896,                  1.053,                 1.9373,                 1.0052,                  1.068,              0.0064162,              0.0064162,              0.0064162
                    545,                 1.1178,                 2.0884,                  1.115,                 1.0959,                0.55482,                0.57094,                0.51975,                0.35533,                0.55335,                0.56315,                0.50997,                0.30885,                  1.053,                 1.9374,                 1.0052,                  1.068,              0.0064096,              0.0064096,              0.0064096
                    546,                 1.1229,                 2.0959,                 1.1133,                 1.0975,                0.55498,                0.57129,                0.52001,                0.35548,                0.55328,                0.56365,                0.50996,                0.30888,                 1.0531,                 1.9374,                 1.0051,                 1.0681,               0.006403,               0.006403,               0.006403
                    547,                 1.1227,                 2.0911,                 1.1088,                 1.0965,                0.55482,                0.57138,                0.51994,                0.35543,                0.55307,                0.56396,                 0.5099,                0.30883,                 1.0531,                 1.9376,                 1.0051,                  1.068,              0.0063964,              0.0063964,              0.0063964
                    548,                 1.1188,                 2.0878,                 1.1096,                 1.0963,                0.55467,                 0.5718,                 0.5199,                 0.3553,                 0.5533,                0.56408,                0.51004,                0.30899,                 1.0533,                 1.9376,                 1.0049,                 1.0681,              0.0063898,              0.0063898,              0.0063898
                    549,                 1.1213,                 2.0943,                 1.1126,                 1.0982,                0.55473,                0.57136,                 0.5199,                0.35543,                0.55341,                  0.564,                0.51003,                0.30893,                 1.0534,                 1.9374,                 1.0049,                 1.0681,              0.0063832,              0.0063832,              0.0063832
                    550,                 1.1212,                  2.092,                 1.1171,                 1.0993,                0.55554,                0.57165,                0.51986,                0.35539,                0.55337,                0.56405,                   0.51,                0.30879,                 1.0534,                 1.9374,                 1.0048,                 1.0681,              0.0063766,              0.0063766,              0.0063766
                    551,                 1.1182,                 2.0833,                  1.109,                 1.0965,                0.55529,                 0.5715,                0.51999,                 0.3555,                0.55232,                0.56476,                   0.51,                0.30896,                 1.0533,                 1.9375,                 1.0049,                 1.0681,                0.00637,                0.00637,                0.00637
                    552,                 1.1191,                 2.0887,                 1.1122,                 1.0964,                0.55506,                0.57116,                0.51996,                0.35554,                0.55268,                0.56321,                0.50997,                0.30887,                 1.0532,                 1.9375,                 1.0047,                  1.068,              0.0063634,              0.0063634,              0.0063634
                    553,                  1.117,                  2.087,                  1.108,                 1.0971,                0.55452,                0.57182,                0.52014,                 0.3555,                0.55241,                0.56366,                 0.5101,                0.30884,                 1.0532,                 1.9372,                 1.0046,                  1.068,              0.0063568,              0.0063568,              0.0063568
                    554,                  1.115,                 2.0838,                 1.1112,                 1.0951,                0.55419,                0.57156,                0.51998,                0.35547,                0.55352,                0.56275,                0.50988,                0.30869,                 1.0533,                 1.9372,                 1.0047,                  1.068,              0.0063502,              0.0063502,              0.0063502
                    555,                 1.1193,                 2.0935,                 1.1131,                 1.0965,                0.55429,                0.57148,                   0.52,                0.35557,                0.55245,                0.56422,                0.50988,                0.30887,                 1.0532,                 1.9371,                 1.0047,                 1.0679,              0.0063436,              0.0063436,              0.0063436
                    556,                 1.1181,                 2.0863,                 1.1113,                 1.0971,                 0.5535,                0.57172,                0.51983,                0.35556,                 0.5535,                0.56259,                0.51003,                0.30885,                 1.0534,                  1.937,                 1.0046,                 1.0679,               0.006337,               0.006337,               0.006337
                    557,                 1.1145,                 2.0863,                   1.11,                 1.0953,                0.55396,                 0.5711,                0.51986,                0.35565,                0.55257,                0.56385,                0.50994,                0.30882,                 1.0534,                  1.937,                 1.0044,                 1.0679,              0.0063304,              0.0063304,              0.0063304
                    558,                 1.1164,                 2.0857,                 1.1086,                 1.0964,                 0.5538,                0.57119,                0.52014,                 0.3558,                0.55373,                0.56247,                0.50996,                0.30901,                  1.053,                 1.9366,                 1.0042,                 1.0677,              0.0063238,              0.0063238,              0.0063238
                    559,                 1.1198,                 2.0913,                 1.1139,                 1.0966,                0.55409,                0.57127,                0.52016,                 0.3557,                0.55241,                0.56323,                0.50993,                0.30896,                 1.0531,                 1.9365,                 1.0042,                 1.0677,              0.0063172,              0.0063172,              0.0063172
                    560,                 1.1164,                 2.0861,                 1.1087,                 1.0949,                0.55371,                0.57125,                0.52002,                0.35565,                0.55188,                0.56403,                   0.51,                0.30886,                  1.053,                 1.9364,                 1.0041,                 1.0676,              0.0063106,              0.0063106,              0.0063106
                    561,                 1.1199,                 2.0912,                 1.1121,                 1.0975,                0.55269,                0.57147,                0.51992,                0.35562,                0.55164,                0.56418,                0.50992,                0.30884,                 1.0527,                 1.9365,                 1.0039,                 1.0675,               0.006304,               0.006304,               0.006304
                    562,                 1.1151,                 2.0823,                 1.1104,                 1.0964,                0.55224,                0.57195,                0.52008,                0.35563,                0.55314,                0.56324,                0.50994,                0.30884,                 1.0528,                 1.9365,                 1.0039,                 1.0676,              0.0062974,              0.0062974,              0.0062974
                    563,                 1.1183,                 2.0904,                 1.1113,                 1.0969,                0.55238,                0.57144,                   0.52,                0.35552,                0.55251,                0.56302,                0.50991,                0.30871,                  1.053,                 1.9366,                 1.0039,                 1.0676,              0.0062908,              0.0062908,              0.0062908
                    564,                 1.1189,                 2.0909,                 1.1116,                 1.0961,                0.55238,                0.57178,                0.51996,                0.35554,                0.55286,                0.56275,                 0.5101,                0.30881,                 1.0528,                 1.9366,                  1.004,                 1.0675,              0.0062842,              0.0062842,              0.0062842
                    565,                 1.1185,                  2.088,                 1.1105,                 1.0961,                 0.5525,                0.57136,                0.51986,                0.35549,                0.55137,                0.56376,                0.51012,                0.30882,                 1.0527,                 1.9366,                  1.004,                 1.0674,              0.0062776,              0.0062776,              0.0062776
                    566,                 1.1158,                 2.0852,                 1.1099,                 1.0971,                  0.552,                0.57261,                0.52019,                0.35564,                0.55231,                0.56374,                0.51012,                0.30903,                 1.0528,                 1.9363,                 1.0039,                 1.0674,               0.006271,               0.006271,               0.006271
                    567,                  1.118,                 2.0887,                 1.1088,                 1.0965,                0.55255,                0.57269,                0.52014,                 0.3556,                0.55147,                 0.5639,                0.50994,                0.30896,                 1.0527,                 1.9363,                 1.0039,                 1.0674,              0.0062644,              0.0062644,              0.0062644
                    568,                 1.1192,                 2.0867,                  1.109,                 1.0984,                0.55207,                0.57294,                0.52029,                0.35545,                0.55137,                 0.5636,                0.50973,                0.30886,                 1.0527,                 1.9364,                 1.0038,                 1.0675,              0.0062578,              0.0062578,              0.0062578
                    569,                 1.1173,                 2.0884,                 1.1083,                 1.0957,                0.55166,                0.57256,                 0.5199,                0.35544,                0.54967,                0.56472,                0.50971,                0.30883,                 1.0528,                 1.9363,                 1.0039,                 1.0675,              0.0062512,              0.0062512,              0.0062512
                    570,                 1.1206,                 2.0947,                 1.1087,                 1.0965,                0.55225,                0.57241,                0.52013,                0.35557,                0.55122,                0.56392,                0.50973,                0.30899,                 1.0528,                 1.9362,                 1.0039,                 1.0674,              0.0062446,              0.0062446,              0.0062446
                    571,                 1.1156,                 2.0828,                 1.1103,                 1.0969,                 0.5538,                0.57208,                0.52015,                0.35559,                0.55159,                0.56376,                 0.5098,                0.30886,                 1.0527,                 1.9362,                 1.0039,                 1.0674,               0.006238,               0.006238,               0.006238
                    572,                 1.1149,                 2.0788,                 1.1092,                 1.0964,                0.55448,                0.57186,                0.52026,                0.35557,                0.55293,                0.56334,                0.50979,                0.30898,                 1.0527,                 1.9362,                 1.0039,                 1.0673,              0.0062314,              0.0062314,              0.0062314
                    573,                 1.1168,                 2.0883,                 1.1108,                 1.0957,                0.55443,                0.57179,                0.52031,                0.35557,                 0.5542,                0.56239,                0.50982,                0.30907,                 1.0527,                 1.9362,                 1.0039,                 1.0674,              0.0062248,              0.0062248,              0.0062248
                    574,                 1.1164,                 2.0841,                 1.1096,                 1.0954,                0.55445,                0.57171,                0.52032,                0.35552,                0.55197,                0.56372,                0.50973,                0.30885,                 1.0528,                 1.9364,                 1.0038,                 1.0674,              0.0062182,              0.0062182,              0.0062182
                    575,                 1.1171,                 2.0864,                 1.1086,                 1.0957,                0.55469,                0.57229,                0.52054,                0.35559,                0.55242,                0.56397,                0.50985,                0.30887,                 1.0528,                 1.9363,                 1.0038,                 1.0674,              0.0062116,              0.0062116,              0.0062116
